detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
negative,negative,[lekko],"[zakupiłam, model, gc, 441022, firmy, philips, stopa, żelazka, nie, jest, dobra, ponieważ, nie, jest, gładka, a, co, za, tym, idzie, żelazko, lekko, trze, szanowni, producenci, omawianego, żelazka, kilkanaście, lat, temu, kupiłam, żelazko, waszej, firmy, hi, 540, którym, przez, te, kilkanaście, lat, prasowałam, z, przyjemnością, a, to, dlatego, że, stopa, była, gładka, zawiodłam, się, na, tym, żelazku]",2.0,-0.017857142857142856,"Zakupiłam model GC 4410/22 firmy Philips. Stopa żelazka nie jest dobra ponieważ nie jest gładka, a co za tym idzie żelazko lekko trze. Szanowni producenci omawianego żelazka !!!,
kilkanaście lat temu kupiłam żelazko Waszej firmy HI 540, którym  przez te kilkanaście lat prasowałam z przyjemnością !, a to dlatego że stopa była GŁADKA.  Zawiodłam się na tym żelazku.",58.0,56.0,1.0
neutral,positive,[],"[najlepsze, żelazko, z, jakim, miałam, do, czynienia]",5.0,0.0,najlepsze żelazko z jakim miałam do czynienia,7.0,7.0,0.0
positive,positive,[godny],"[sprzęt, godny, polecenia]",5.0,0.5,sprzęt godny polecenia!,3.0,3.0,1.0
positive,positive,"[lekko, silny]","[rewelacja, lekko, się, prasuje, silny, strumień, pary]",5.0,0.14285714285714285,"Rewelacja. Lekko się prasuje, silny strumień pary.",7.0,7.0,2.0
positive,positive,[dobry],"[dobry, sprzęt, zadowalające, efekty, użytkowania]",5.0,0.18666666666666668,"Dobry sprzęt, zadowalające efekty użytkowania.",5.0,5.0,1.0
neutral,positive,[],"[żelazko, w, pełni, mnie, zadowala, cena, też, w, porządku]",4.0,0.0,Żelazko w pełni mnie zadowala. Cena też w porządku.,9.0,9.0,0.0
neutral,positive,[],"[bardzo, dobre, polecam]",4.0,0.0,"Bardzo dobre, polecam",3.0,3.0,0.0
neutral,positive,[],"[jestem, bardzo, zadowolona, z, produktu, nie, mam, żadnych, uwag]",4.0,0.0,"Jestem bardzo zadowolona z produktu, nie mam żadnych uwag.",9.0,9.0,0.0
neutral,positive,[],"[świetne, żelazko, niedrogie, a, prasuje, perfekcyjnie, kupiłem, juz, drugie, dla, rodziny, a, moje, piewsze, działa, już, dobrych, pare, lat]",5.0,0.0,"Świetne żelazko - niedrogie a prasuje perfekcyjnie. Kupiłem juz drugie dla rodziny, a moje piewsze działa już dobrych pare lat.",20.0,19.0,0.0
neutral,positive,[bez],"[szybkie, i, łatwe, prasowanie, bez, trudu, radzi, sobie, nawet, z, najbardziej, pomiętymi, rzeczami, wygodne, w, użyciu]",4.0,0.0,"szybkie i łatwe prasowanie, bez trudu radzi sobie nawet z najbardziej pomiętymi rzeczami; wygodne w użyciu",16.0,16.0,1.0
neutral,positive,"[długi, przewód]","[zaleta, tego, żelazka, jest, rzeczywiście, dość, długi, przewód]",4.0,0.0,zaleta tego żelazka jest rzeczywiście dość długi przewód,8.0,8.0,2.0
negative,positive,"[stary, moc, duży, wyrzut, który, razy]","[azur, gc, 4330, to, dosyć, stary, model, ale, nadal, świetnie, się, spisuje, ma, dużą, moc, i, duży, wyrzut, pary, i, strażaka, który, kilka, razy, już, się, przydał]",4.0,-0.1358024691358025,Azur GC 4330 TO DOSYĆ STARY MODEL ALE NADAL ŚWIETNIE SIĘ SPISUJE: MA DUŻĄ MOC I DUŻY WYRZUT PARY ...I STRAŻAKA KTÓRY KILKA RAZY JUŻ SIĘ PRZYDAŁ :),28.0,27.0,6.0
neutral,positive,[],"[mogę, ocenić, na, razie, jedynie, wizualnie, za, krótko, posiadam, produkt, zeby, wydawać, opinie]",4.0,0.0,"mogę ocenić na razie jedynie wizualnie , za krótko posiadam produkt ,zeby wydawać opinie",14.0,13.0,0.0
neutral,positive,[],"[fajne, niedrogie, żelazko]",4.0,0.0,Fajne niedrogie żelazko.,3.0,3.0,0.0
neutral,positive,[],"[produkt, super, bardzo, łatwo, się, prasuje]",4.0,0.0,"produkt super, bardzo łatwo się prasuje.",6.0,6.0,0.0
neutral,positive,[],"[bardzo, dobre, zelazko]",4.0,0.0,bardzo dobre zelazko,3.0,3.0,0.0
neutral,positive,[małe],"[fajne, żelazko, za, małe, pieniądze, polecam]",4.0,0.0,"fajne żelazko za małe pieniądze, polecam",6.0,6.0,1.0
neutral,positive,[],"[jednym, słowem, super, żelazko]",5.0,0.0,Jednym słowem super żelazko.,4.0,4.0,0.0
positive,positive,"[fajny, długi, przewód, wspaniały]","[bardzo, fajny, produkt, długi, przewód, wspaniały, w, użytkowaniu]",5.0,0.1875,"Bardzo fajny produkt, długi przewód, wspaniały w użytkowaniu.",8.0,8.0,4.0
neutral,positive,[waga],"[wygodnie, się, prasuje, dobra, waga, żelazka]",4.0,0.0,Wygodnie się prasuje (dobra waga żelazka),6.0,6.0,1.0
negative,positive,[uderzenie],"[żelazko, godne, polecenia, duża, stopa, uderzenie, pary, pozwala, poprasować, nawet, najbardziej, zmięte, ubrania]",5.0,-0.04615384615384615,Żelazko godne polecenia. Duża stopa. Uderzenie pary pozwala poprasować nawet najbardziej zmięte ubrania.,13.0,13.0,1.0
neutral,positive,[],"[znakomita, jakość, polecam]",5.0,0.0,"Znakomita jakość, polecam.",3.0,3.0,0.0
negative,negative,"[woda, bez, dziadostwo]","[kupilem, je, w, media, wraz, ze, specjalna, woda, do, zelazka, od, samego, poczatku, cuchnelo, spalonym, plastikiem, zareklamowalismy, odpowiedz, nie, nalezy, wlewac, zadnych, plynow, nawet, tych, do, zelazka, zawsze, wlewalismy, np, w, tefalu, czy, bosch, tym, bardziejze, bez, tej, wody, tez, cuchnelo, spalonym, plastykiem, chinskie, dziadostwo, omijac, szerokim, lukiem]",1.0,-0.041666666666666664,Kupilem je w Media wraz ze specjalna woda do zelazka Od samego poczatku cuchnelo spalonym plastikiem Zareklamowalismy odpowiedz nie nalezy wlewac zadnych plynow nawet tych do zelazka Zawsze wlewalismy np w Tefalu czy Bosch tym bardziejze bez tej wody tez cuchnelo spalonym plastykiem Chinskie dziadostwo Omijac szerokim lukiem,48.0,48.0,3.0
neutral,positive,[],"[dobre, wykonanie, nieźle, się, prasuje, choć, dotąd, miałem, cięższe]",4.0,0.0,"Dobre wykonanie, nieźle się prasuje choć dotąd miałem cięższe.",9.0,9.0,0.0
neutral,positive,[],"[w, tej, cenie, godne, zakupu]",4.0,0.0,W tej cenie godne zakupu.,5.0,5.0,0.0
neutral,positive,[],"[żelazko, w, porządku, według, opisu, polecam]",4.0,0.0,"Żelazko w porządku, według opisu, polecam :)",7.0,6.0,0.0
neutral,positive,[],"[daje, radę, moje, oczekiwania, w, stosunku, do, żelazka, nie, są, wielkie, a, to, żelazko, je, przewyższa, niestety, jest, ciężkie]",4.0,0.0,"Daje radę. Moje oczekiwania w stosunku do żelazka nie są wielkie, a to żelazko je przewyższa. Niestety jest ciężkie.",19.0,19.0,0.0
neutral,positive,[],"[bardzo, dobre, polecam]",5.0,0.0,Bardzo dobre. Polecam,3.0,3.0,0.0
neutral,positive,[],"[za, krótko, używane, żeby, się, długo, rozpisywać, na, razie, jestem, bardzo, zadowolona]",5.0,0.0,"za krótko używane, żeby się długo rozpisywać, na razie jestem bardzo zadowolona",12.0,12.0,0.0
neutral,positive,[],"[dobre, żelazko, za, dobra, cene, solidne, wykonanie]",5.0,0.0,"dobre żelazko za dobra cene, solidne wykonanie",7.0,7.0,0.0
neutral,positive,[],"[bardzo, dobra, cena, w, tej, kategorii]",5.0,0.0,Bardzo dobra cena w tej kategorii,6.0,6.0,0.0
neutral,positive,[],"[jesteśmy, bardzo, zadowoleni, ładne, i, mocne, żelazko]",5.0,0.0,"Jesteśmy bardzo zadowoleni, ładne i mocne żelazko :-)",8.0,7.0,0.0
neutral,positive,[],"[wygodne, i, ładne, jak, na, razie, tyle, mogę, napisać, o, tym, żelazku]",4.0,0.0,Wygodne  i ładne  jak na razie tyle mogę napisać o tym żelazku!!,12.0,12.0,0.0
neutral,positive,[],"[super, polecam]",4.0,0.0,Super. Polecam,2.0,2.0,0.0
neutral,positive,[],"[swietne, sprawnie, szybko]",5.0,0.0,"swietne! sprawnie, szybko!",3.0,3.0,0.0
neutral,positive,[],"[zaraz, po, wyjęciu, z, pudełka, ładnie, wygląda]",4.0,0.0,zaraz po wyjęciu z pudełka ładnie wygląda,7.0,7.0,0.0
neutral,positive,[waga],"[żelazko, jest, rewelacyjnie, dobre, jak, za, tą, cenę, szybko, się, nagrzewa, dobrze, prowadzi, waga, żelazka, jest, dobrze, dobrana, nie, trzeba, się, męczyć, podczas, prasowania, polecam]",5.0,0.0,"Żelazko jest rewelacyjnie dobre jak za tą cenę... szybko się nagrzewa, dobrze prowadzi. Waga żelazka jest dobrze dobrana, nie trzeba się męczyć podczas prasowania... Polecam",25.0,25.0,1.0
neutral,negative,[],"[nie, polecam]",2.0,0.0,Nie polecam,2.0,2.0,0.0
positive,positive,"[najlepszy, przyjaciel]","[moje, żelazko, jest, stare, jak, świat, ale, nigdy, mnie, nie, zawiodło, jest, jak, najlepszy, przyjaciel, zawsze, przy, mnie, i, zawsze, gotowe, do, pracy]",5.0,0.13043478260869565,Moje żelazko jest stare jak świat. Ale nigdy mnie nie zawiodło. Jest jak najlepszy przyjaciel- zawsze przy mnie i zawsze gotowe do pracy.,23.0,23.0,2.0
neutral,positive,[],"[plusy, sluzy, ok, 3, lat, swietnie, sie, prasuje, minusy, wykonanie, troche, trzeszczy, jak, sie, przycisnie, raczke, nie, to, co, dawne, polskie, zelazka, ponadto, regulacja, natezenia, pary, ciezko, chodzi, ale, tak, bywa, w, wiekszosci, zelazek, na, rynku]",5.0,0.0,Plusy Sluzy ok 3 lat Swietnie sie prasuje Minusy Wykonanie troche trzeszczy jak sie przycisnie raczke nie to co dawne polskie zelazka Ponadto regulacja natezenia pary ciezko chodzi ale tak bywa w wiekszosci zelazek na rynku,36.0,36.0,0.0
neutral,positive,[wrażenie],"[żelazko, sprawia, dobre, wrażenie, ale, na, razie, za, wcześnie, na, rzetelną, ocenę, minusem, jest, bardzo, słaba, widoczność, poziomu, napełnienia, wody, oraz, brak, automatycznego, wyłącznika]",4.0,0.0,"Żelazko sprawia dobre wrażenie, ale na razie za wcześnie na rzetelną ocenę.
Minusem jest bardzo słaba widoczność poziomu napełnienia wody oraz brak automatycznego wyłącznika.",24.0,24.0,1.0
positive,positive,[dobry],"[dobry, produkt, za, dobrą, cenę]",4.0,0.18666666666666668,Dobry produkt za dobrą cenę,5.0,5.0,1.0
negative,positive,"[długi, kabel, moc]","[w, mojej, ocenie, zelazko, zdało, egzamin, w, 100, jest, funkcjonalne, długi, kabel, duża, moc, i, można, używać, wody, z, kranu, jest, wytrzymałe, i, fajnie, wygląda, same]",5.0,-0.019230769230769232,"W mojej ocenie zelazko zdało egzamin w 100%. Jest funkcjonalne, długi kabel, duża moc i można używać wody z kranu. Jest wytrzymałe i fajnie wygląda. Same +!",27.0,26.0,3.0
neutral,positive,[beż],"[przeanalizowałem, parametry, żelazka, przed, zakupem, i, wszystko, się, zgadza, są, bardzo, wysokie, jak, na, cenę, którą, zapłaciłem, prasuje, super, beż, zbędnych, bajerów, ale, swoją, pracę, wykonuje, na, 5, no, i, co, najmniej, istotne, wygląda, też, bardzo, sympatycznie]",4.0,0.0,"Przeanalizowałem parametry żelazka przed zakupem i wszystko się zgadza. Są bardzo wysokie, jak na cenę którą zapłaciłem. Prasuje super, beż zbędnych bajerów ale swoją pracę wykonuje na 5+. No i co najmniej istotne.. Wygląda też bardzo sympatycznie ;-)",38.0,37.0,1.0
neutral,positive,[],"[nie, spodziewałam, się, że, będzie, tak, dobrym, żelazkiem]",5.0,0.0,"Nie spodziewałam się, że będzie tak dobrym żelazkiem :)",9.0,8.0,0.0
negative,positive,"[nic, ten, czas, porządny, długi, kabel, czas, technika, mocno]","[mam, to, żelazko, kilka, lat, nic, się, przez, ten, czas, nie, zepsuło, żelazko, jest, super, w, porównaniu, z, wszystkimi, dotychczasowymi, dużą, zaletą, jest, porządny, długi, kabel, niemniej, uważam, że, czas, rozglądnąć, się, za, czymś, mocniejszym, bo, technika, idzie, do, przodu, a, to, żelazko, nie, rozprasuje, np, mocno, pomiętych, twardych, tkanin, do, zwykłego, prasowania, wystarcza, ale, przy, zasłonach, trzeba, się, namęczyć]",5.0,-0.016666666666666666,"Mam to żelazko kilka lat. Nic się przez ten czas nie zepsuło. Żelazko jest super w porównaniu z wszystkimi dotychczasowymi. Dużą zaletą jest porządny, długi kabel. Niemniej uważam że czas rozglądnąć się za czymś mocniejszym bo technika idzie do przodu a to żelazko nie rozprasuje np mocno pomiętych twardych tkanin. Do zwykłego prasowania wystarcza ale przy zasłonach trzeba się namęczyć.",60.0,60.0,9.0
negative,positive,[raz],"[na, razie, tylko, raz, prasowałam, ale, jestem, bardzo, zadowolona, super, prasuje, cena, rewelacyjna, w, stosunku, do, jakości, produktu]",5.0,-0.1111111111111111,"Na razie tylko raz prasowałam, ale jestem bardzo zadowolona, super prasuje. Cena rewelacyjna w stosunku do jakości produktu.",18.0,18.0,1.0
negative,positive,"[kolejny, raz, ten, pierwszy, fizycznie, stachanowiec]","[prasuje, wydala, parę, kolejny, raz, zakupiony, ten, właśnie, model, gdyż, pierwszy, popełnił, samobójstwo, skacząc, z, deski, do, prasowania, mam, nadzieję, że, to, żelazko, będzie, bardziej, odporne, psychicznie, bo, fizycznie, to, stachanowiec]",4.0,-0.06451612903225806,"Prasuje! Wydala parę! Kolejny raz zakupiony ten właśnie model, gdyż pierwszy popełnił samobójstwo skacząc z deski do prasowania! Mam nadzieję, że to żelazko będzie bardziej odporne psychicznie, bo fizycznie, to stachanowiec :)",32.0,31.0,6.0
neutral,positive,[],"[długo, wybierałem, jest, ok]",5.0,0.0,"Długo wybierałem, jest OK",4.0,4.0,0.0
neutral,positive,"[dosłownie, para, nim]","[dosłownie, kilka, dni, temu, zakupiłam, żelazko, philips, azur, gc441002, które, potrzebowałam, na, szybko, będąc, na, wakacjach, akurat, było, w, super, promocji, co, bardziej, skłoniło, mnie, do, zakupu, produkt, spełnia, moje, oczekiwania, para, sprawuje, się, fantastycznie, dobrze, się, nim, steruje, a, ubrania, są, doprasowane, polecam, nie, trzeba, wydawać, majątku, na, dobre, żelazko]",5.0,0.0,"Dosłownie kilka dni temu zakupiłam żelazko Philips Azur GC4410/02, które potrzebowałam na szybko będąc na wakacjach. Akurat było w super promocji co bardziej skłoniło mnie do zakupu. Produkt spełnia moje oczekiwania, para sprawuje się fantastycznie, dobrze się nim steruje a ubrania są doprasowane. Polecam - nie trzeba wydawać majątku na dobre żelazko!",52.0,51.0,3.0
neutral,positive,"[długi, przewód, bez]","[żelazko, świetnie, się, sprawdza, i, dzięki, niemu, polubiłam, prasowanie, jest, wygodne, w, użyciu, lekkie, i, funkcjonalne, a, długi, przewód, pozwala, wygodnie, prasować, bez, obawy, że, zabraknie, nam, kabelka, polecam]",5.0,0.0,"Żelazko świetnie się sprawdza i dzięki niemu polubiłam prasowanie. Jest wygodne w użyciu, lekkie i funkcjonalne a długi przewód pozwala wygodnie prasować bez obawy, że zabraknie nam kabelka :) Polecam.",30.0,29.0,3.0
neutral,positive,"[długi, kabel, gładko]","[super, żelazko, ma, szybkie, nagrzewanie, długi, kabel, i, dodatkową, parę, super, końcówka, stożka, parowego, gładko, przesuwa, się, po, tkaninie]",4.0,0.0,"Super żelazko ma szybkie nagrzewanie, długi kabel i dodatkową parę ,super końcówka stożka parowego, gładko przesuwa się po tkaninie.",19.0,19.0,3.0
neutral,positive,[nim],"[idealne, żelazko, do, co, dziennego, użytku, świetnie, prasuje, się, nim, nawet, delikatne, jedwabie, oraz, koronki, łatwe, w, ustawieniu, temperatury, dzięki, temu, wiem, że, uniknę, przykrych, niespodzianek, w, postaci, wypalonych, dziurek]",5.0,0.0,"Idealne żelazko do co dziennego użytku. Świetnie prasuje się nim nawet delikatne jedwabie oraz koronki. Łatwe w ustawieniu temperatury, dzięki temu wiem, że uniknę przykrych niespodzianek w postaci wypalonych dziurek.",30.0,30.0,1.0
negative,positive,"[funkcjonalnie, p]","[żelazko, jak, żelazko, z, tym, tylko, że, to, jest, ciut, ciężkie, ale, za, to, jakościowo, i, funkcjonalnie, bije, na, głowę, swoją, kategorię, cenową, p, polecam, przy, okazji, rozejrzeć, się, w, poszukiwaniu, alternatywnyh, sklepów, z, niższymi, cenami, polecam, wwwkreocenplproduktphilipszelazkogc4410021811021058358html, pomogła, mi, ta, stronka, 3krotnie, zmniejszyć, wydatki, pozdrawiam]",4.0,-0.021739130434782608,"Żelazko jak żelazko, z tym tylko, że to jest ciut ciężkie, ale za to jakościowo i funkcjonalnie bije na głowę swoją kategorię cenową ;p Polecam przy okazji rozejrzeć się w poszukiwaniu alternatywnyh sklepów z niższymi cenami ;) polecam -
www.kreocen.pl/produkt/Philips-Zelazko-GC-441002-18_1102_1058358.html
- pomogła mi ta stronka 3-krotnie zmniejszyć wydatki.
Pozdrawiam!",49.0,46.0,2.0
neutral,positive,[],"[żelazko, rewelacyjne, samo, prasuje]",5.0,0.0,Żelazko rewelacyjne - samo prasuje :),6.0,4.0,0.0
negative,positive,"[ogólnie, kiepski, awaryjny, długi, kabel, który, szybkość]","[żelazko, ogólnie, niezłe, niestety, słaba, jakość, wykonania, kiepski, rodzaj, plastiku, rączka, pękła, po, roku, używania, awaryjny, włącznikregulator, temperatury, żelazko, przestaje, się, nagrzewać, nie, da, się, prasować, z, parą, zaletą, jest, długi, kabel, który, ułatwia, manewry, gładka, stopa, szybkość, nagrzewania]",4.0,-0.05128205128205128,"Żelazko ogólnie niezłe, niestety słaba jakość wykonania - kiepski rodzaj plastiku (rączka pękła po roku używania), awaryjny włącznik/regulator temperatury - żelazko przestaje się nagrzewać, nie da się prasować z parą. Zaletą jest długi kabel, który ułatwia manewry, gładka stopa, szybkość nagrzewania.",41.0,39.0,7.0
neutral,positive,[],"[jeszcze, nie, prasowałam]",4.0,0.0,Jeszcze nie prasowałam.,3.0,3.0,0.0
neutral,positive,"[zadowolony, kamień, deska]","[bardzo, długo, szukałem, żelazka, sprawdzałem, wszystkie, parametry, itp, gdyż, nie, lubię, prasowania, i, chciałem, aby, było, ono, dla, mnie, jak, najprostsze, i, najszybsze, w, wyniku, tych, długich, poszukiwań, zakupiłem, w, roku, 2010, czyli, 4, lata, temu, to, żelazko, i, od, tamtego, czasu, jestem, z, niego, bardzo, zadowolony, sprawuje, się, znakomicie, stosuję, do, niego, wodę, zdemineralizowaną, można, w, każdym, hipermarkecie, kupić, aby, kamień, się, nie, osadzał, nigdy, nie, stosowałem, do, niego, wody, z, kranu, więc, nie, wiem, jak, by, było, ale, wolę, nie, ryzykować, gdyż, już, po, wodze, gotowanej, w, czajniku, widać, ile, osadu, na, czajniku, zostaje, a, nie, chciałbym, pobrudzić, ...]",5.0,0.0,"Bardzo długo szukałem żelazka, sprawdzałem wszystkie parametry itp., gdyż nie lubię prasowania i chciałem, aby było ono dla mnie jak najprostsze i najszybsze. W wyniku tych długich poszukiwań zakupiłem w roku 2010 (czyli 4 lata temu) to żelazko i od tamtego czasu jestem z niego bardzo zadowolony. Sprawuje się znakomicie. Stosuję do niego wodę zdemineralizowaną (można w każdym hipermarkecie kupić), aby kamień się nie osadzał. Nigdy nie stosowałem do niego wody z kranu, więc nie wiem jak by było, ale wolę nie ryzykować, gdyż już po wodze gotowanej w czajniku widać, ile osadu na czajniku zostaje, a nie chciałbym pobrudzić ubrań przy okazji prasowania. 
Niemal nigdy nie stosuję w tym żelazku największej mocy generowania pary, gdyż już środkowe ustawienie w zupełności wystarcza. Po dłuższym czasie prasowania (kilka koszul naraz) nawet sama deska jest już mokra od spodu od pary na jej metalowym siateczkowym stelażu pod materiałem. Łatwo można odprasować nawet ""źle zaprasowane"" zagniecenia.",153.0,153.0,3.0
