comment,emotion,rate
"Dziwny...                        Nie wiem, co sądzić, ucięli połowę książki (notabene stylistycznie napisanej na miarę 12-latki), do tego z masa błędów. Czy oni zrobili w ogóle jej korektę tegoż ""dzieła""?Ale wróćmy do filmu. Jak napisałam ""dziwny"". Moje odczucia w stosunku są takie"" dopiero się zaczął, a już się kończy"". Nie mogę tego wyjaśnić, po prostu przeleciał jak maślak po grzybobraniu. Sceny za krótkie, urywane, szast, plast i ...              ",positive,6
"Elena - Mrs Robinson                        Czy mi coś umknęło czy przypadkiem w filmie nie będzie postaci Eleny ? (pani Lincoln, mrs  robinson)Nigdzie nie widzę w obsadzie kto ma ją zagrać czy przypadkiem nie usunęli jej postaci ? byłoby to co najmniej dziwne bo w książce jej wątek jest dość szeroki, ona sama ma duży wpływ na Christiana.              ",positive,8
"Nie będę oceniać tego filmu tak samo jak drugiej częsci                        przeczytałam wszystkie części książki i byłam zachwycona (no może pomijając końcówkę ostatniej) a po obejrzeniu filmu wielkie rozczarowanie; pominięto 8/10 książki! Polecam przeczytać wersję książkową bo film to jakieś totalne dno a, że jestem wielką fanką serii 50 twarzy Greya to powstrzymam się od oceny.              ",neutral,5
"cały w skowronkach                        rewelacja,świetny film,świetni aktorzy,świetne aktorstwo ,chemia-godny Oscarów zero kwiatków i serduszek 9,5              ",positive,9
"O filmie :)                        Powiem szczerze, że kiedy obejrzałam 1 raz film nie byłam zachwycona. Wydawał mnie się podobny do filmu 9 i pol tygodnia. Ale po ponownym obejrzeniu stwierdzam, że jest wciągający. Świetnie pokazana jak miłość zmienia głównego bohatera, jakue mają do siebie zaufabie, ale przede wszystkim uczucue pożądania. Polecam obejrzeć i na spokojnie zrozumieć przesłanie :) a glowni aktorzy cudowni.              ",positive,9
"Oczekiwali filmu dla dorosłych dostali film                        Przeraziłam się jak zobaczyłam ocenę. Ludzie chyba chcieli filmowego pornola a dostali film. Moim zdaniem był spoko i 7 powinien dostac, ale panowie jednak są innego zdania. Widziałam badziewia, które podostawały 6 czy nawet 7, a świeciły idiotyczną akcją, a raczej jej brakiem czy zdolnościami aktorów. Tak właśnie kończą kontrowersyjne filmy....               ",positive,7
"Nie rozumien tego fenomenu                        Wielu moich znajomych ( płci żeńskiej oczywiście) jest zafascynowanych tym filmem i samym Christianem...  Dla mnie ten film jest taką bajką tylko, że bajką pokazująca po prostu toksyczny związek . Nie wiem jak mozna się tym fascynować.. Nie moglam znieść postaci Anastasi  a Christian nie był lepszy.  Jedyne co bylo tu dobre to muzyka.              ",negative,2
Co Drażniło...,negative,2
"Temat ciekawy, fatalna realizacja                        Film po prostu nudny, czekałam, żeby sie jak najszybciej skończył. Niektóre sceny były wręcz żenujące, miało powiać dramatyzmem, a doprowadzały do głośnego śmiechu. A szkoda, bo myśle, że sam temat w sumie interesujący. Bohaterowie zbyt mało wyraziści, w moim odczuciu zagrali fatalnie. No właśnie, oni grali i to widać. Tak jakby nie czuli sie dobrze w tych rolach. No trudno.              ",negative,1
"CZy wstyd aby kicz się podobał ??                        Większość mówi kicz ale nie ja. Mi się podobał , ogląda się bardzo lekko i o to mi chodziło ( po pracy i ciężkim dniu ) . Ociekający sex i perwerscje z książki przeszły w "" chmurę  domysłów"" , fanie nie widzieć i wyobrażać sobie co by było gdyby. Muza świetna. Rzeczywiście aktorów obsadziłabym innych.              ",positive,8
"Ten film jest dowodem na porażkę feministek i ich bezdenną tępotę...                        Feministki z rykiem i pianą na ustach walczą o wyzwolenie kobiet spod jarzma złego patriarchatu, a kobiety, gdy tylko da się im więcej dostaną praw tym silniej będą je wykorzystywać do wpieprzenia się jeszcze głębiej w patriarchat. Co za niedorzeczność i bzdury, ustanawianie jakichś konwencji o przemocy wobec kobiet, narzekanie przez feministki na ...              ",negative,1
"Boże co za szajs                        Że też takie coś ma czelność istnieć, brak mi słów po prostu...              ",negative,2
"Film o niczym                        Dałem 5. Kilka razy się uśmiechnąłem, kilka razy zażenowałem. Mam wrażenie, że amerykanie nie potrafią robić filmów o seksie. Jak można zrobić tak gładkie, czyste i higieniczne sceny o takim rodzaju wyuzdania? Po prostu playboy playmate miesiąca na rozkładówce. Próbowano to uczłowieczyć nie goląc łona aktorki czy nie powiększając jej biustu, ale to i tak niewiele dało. Film jakoś się ogląda do mniej ...              ",neutral,5
"Jeśli w tym filmie jest pokazany wyuzdany seks...                        ...jak powszechnie to reklamowano, to ja nawet nie wiedziałam, że taki seks preferuję... Żenada i kinematograficzna nuda.              ",negative,4
"Nie taki diabeł straszny :)                        Usiłowałam przebrnąć przez książkę - nie dało rady. Z ciekawości obejrzałam film, no i jak oczyścić fabułę z tych wszystkich ""rozpadań się na miliony kawałków"", to nie jest aż tak źle. Myślę, że gdyby nie zła sława powieści, na filmie też by psów nie wieszano :) Ot, romansidło jak wiele innych. Otoczka sado-maso spełnia tylko funkcję ozdobnika, bo przecież wcale nie o to w ""Pięćdziesięciu ...              ",neutral,5
"sami koneserzy sztuki filmowej się znaleźli ...                        aktorzy, muzyka, zdjęcia oraz wszelkie inne aspekty tego filmu spełniły moje oczekiwania, a nawet je przewyższyły. Nie bądźcie tacy cholernie prozaiczni, to tylko film, a nie kalka prawdziwego życia przeciętnego zjadacza chleba. Alegoria naszych cichych pragnień, większość kobiet marzy o atletycznie zbudowanym, szorstkim a przy tym czułym mężczyźnie. Grey Jamie'go ...              ",positive,8
Błagam pomóżcie!!!                        Zasnąłem przed samym końcem filmu!! Czy Christian Grey w końcu wyleczył swoje pasożyty odbytu??? Jak zakończył się ten wątek??Odpiszcie!!              ,positive,8
Polska wersja - obsada                        Christian Grey - Mateusz DamięckiAnastasia Steele - Joanna Osyda Kate Kavanaugh - Emilia KomarnickaElliot Grey - Antoni Królikowski Mia Grey - Karolina GorczycaEthan Kavanaugh - Jakub Wesołowski Grace Trevelyan-Grey - Roma Gąsiorowska-ŻurawskaCarrick Grey - Maciej DamięckiJosè Rodriguez - Stefan PawłowskiCarla Wilkes - Agnieszka WosińskaRay Steele - Mariusz Bonaszewski              ,positive,10
"Zawiedziona.                        Zawiodłam się na tym filmie. Spodziewałam się zobaczyć więcej namietności i pasji - przecież o to chodzi w tym temacie. Zwiastun lepszy od całego filmu. Muzyka jak dla Mnie przereklamowała film. Gra aktorska niczym nie zaskakuje. Brakowało Mi jeszcze około godziny filmu,żeby przedstawić odczucią i emocje głownej bohaterki.               ",negative,3
"Przeciętniaki                        Nie daję jedynki z uwagi  na fajną muzykę (Sia <3). Reszta to katastrofa. Spore okrojenie w porównaniu z powieścią. Wiadomo, we filmie nie da się zawrzeć wszystkiego, ale bez przesady. Brakło wielu elementów.Przeciętni główni bohaterowie - przy czytaniu powieści wyłaniali mi się niezwykle przystojny i czarujący Grey oraz delikatna, śliczna Ana z błyszczącymi oczami. Tymczasem film pokazał brzydali. ...              ",negative,1
Złote Maliny                        Zdecydowanie za mało.              ,negative,1
"2 lata                        Minęły 2 lata odkąd przeczytałam książkę i oglądałam 10 razy zwiastun w ciągu dnia, teraz myślę, że jakbym teraz ją przeczytała to bym nie polubiła tej książki, natomiast trzeba przyznać, że książka film i ten soundtrack beyonce mają swój klimat.              ",negative,1
"Film erotyczny czy romans..                        Ciągle słychać krytykę kierowaną w stronę ""50 Twarzy Greya"", jednak minimum 50% oglądających tech film nie potrafi dostrzec w nimprawdziwego sensu. Widzą w nim tylko słabo zekranizowaną książkę ze słabymi elementami erotycznymi, myśląc że to one mają być głównym wątkiem. Film ma ukazywać uczucie rodzące się między dwoma głównymi bohaterami mimo dziwnych fetyszów i upodobań seksualnych, ...              ",positive,7
Nie czytałem książki,neutral,5
"Smutny film                        Jak dla mnie to film o samotności i lęku przed bliskością. Dobrze sie temu przyjrzeć, co rekompensuje sobie główny bohater takimi upodobaniami seksualnym. Gra aktorska? Zdecydowanie lepsza niz niejedna ""hitowa"" polska komedia.               ",positive,6
Właśnie obejrzałam... i                         w sumie nie wiem jak go ocenic.... niby zły nie był ale arcydzieło tez nie było xD ale z drugiej strony poszłam go od tak obejrzeć ale nie szukać w nim jakiegoś głębszego sensu xD wiec w sumie zły nie był xD choć czegos mi brakowało :)_              ,negative,2
"wlasnie leci na canal+ ten gniot                        Nie ciągnęło mnie by obejrzeć. Po tak beznadziejnej książeczce z tematyka niby dla dorosłych a w zasadzie w formie opowiastki skierowanej do zidiociałych kur, z niższym od zasobu słownictwa jedynie zasobem iq...Choc z drugiej strony po tego typu ""książce"" film moze być tylko lepszy....W zasadzie byl ale to tak jakby porównywać zatwardzenie z sraczka.Generalnie ...              ",negative,2
"Hm...to ma być te całe sado maso? Parę klapsów i koniec?                        Film sam w sobie nie był zły, ale tyle słysząc o tej niby kontrowersyjnej książce myślałem, że akcja będzie ostrzejsza. To już bardziej podobała mi się Sekretarka z 2002 roku ze świetnymi rolami Spadera i Gyllenhall oraz Nimfomanka cz2 gdzie bardzo dobry epizod miał Jamie Bell jako Pan K.                ",positive,6
"słabiutko                        bardzo słabiutko,  bez klimatu bez dobrej muzy .... niestety porażka :(              ",negative,4
"nic specjalnego                        Obejrzałam z ciekawości, nic specjalnego. Cieszę się, że oglądałam w domu a nie w kinie, przynajmniej nie wydałam na bilety, bo jakbym miała za to zapłacić to raczej nie byłabym zadowolona z tak wydanych pieniędzy.              ",neutral,5
Serio?                        Główna bohaterka ma emocje i mimikę na poziomie plazmy. Jeśli jego to kręci to faktycznie coś z nim nie tak. Pan Józek z warzywniaka jest bardziej męski.              ,negative,1
Proste Ale jednak nie dla wszystkich                        Nie rozumiem tak częstego czepiania się do tytułu. Jak można po obejzeniu filmu bądź przeczytaniu książki nadal myśleć że 50 twarzy Greya oznacza że bohater co chwilę ma inne twarz tzn inaczej wygląda. To już by nie było 50 twarzy Greya tylko jakieś milczenie owiec               ,positive,9
dlaczego nie emilly                        byłem zwiedziony ze browning nie gra              ,positive,7
"8/10                        Postanowiłem to sobie obejrzeć. Początek ciekawy ok... no i pojawia się ten Grey,który jest jaki niewyżyty jakiś... Serio film sam w sobie niezły ,ale ten gościu...Jeśli miałbym go komuś opisać to tak by to wyglądało :30 % Grey , 30% Steele , 3o % Seksu ( to nie wygądało jak seks...) ,10 % reszta filmu.Nie żałuję tych 2 godzin ,jednak nic specjalnego. Gra aktorów bardzo fajna.Muzyka nie najgorsza... klimat ...              ",positive,7
Wersja rozszerzona                        dłuższa o 3 minuty. Nic ciekawego.              ,negative,2
"Zależy..jak leży.                        1 część książki oraz filmu opiera się głownie na sexie. I to wiedzą wszyscy.Natomiast dalsze części książek mają już inne wątki. Dlatego nie przekreśliłam tego filmu, jestem strasznie ciekawa jak ukażą dalsze części.Aktorzy jak dla mnie bardzo dobrze dobrani, soundtrack świetny.Czas pokaże. Kwestia ""porno"". Serio uważacie to za porno.? Skoro TO jest porno , to dziwie się iż tak często niektórzy ...              ",positive,6
"Nie było tragicznie.                        Gdy zacząłem to oglądać to myślałem ''Ojj coś czuje,że tego nie obejrze całego,bo będzie to tak syfiaste''.Kiedy skończyłem to stwierdziłem......że nie było tragicznie jak się tego spodziewałem.Oglądało mi się to zwyczajnie,beż tragedii,ale też i bez rewelacji.Oglądałem to jako zwykły film romantyczny z domieszką seksu.Dałbym ocene 5/10,jednak daje 6/10 za soundtrack,który jest bardzo ...              ",negative,4
"Trochę obiektywniej                        Oglądałam ten film w kinie i wtedy stwierdziłam że to dno i trzy metry mułu, kompletna porażka współczesnej kinematografii. ALE stwierdziłam że dam tej produkcji drugą szanse. Przy wypiciu około dwóch butelek wina, i miłej atmosferze samotnego wieczoru nie jest wcale taki zły. Ma kilka zabawnych momentów, widać że aktorzy nawet się starają i lektor pozwala poświęcić więcej uwagi na szczegóły. Nie ...              ",neutral,5
ZŁOTE MALINY OGŁOSZONE                         Aż 6 nominacji dla tego dzieła :D              ,neutral,5
Panowie zastanówcię się czy chcecie aby wasza druga połówka obejżała ten film...                        Czy oby na pewno później podołacie nowym zachciankom waszych kobiet ? :)))              ,positive,7
"fenomen                         Fenomen tego filmu nie przestaje mnie zadziwiać. Każdy z nas zgadza się z tym że ten film, cóż tu dużo mówić jest słaby.  Ale mimo wszystko, mimo tego że każdy słyszał negatywne opinie o tym filmie, 50 twarzy greya jest jednym z najbardziej kasowych filmów i dużo ludzi obejrzało go w Internecie. Choć każdy słyszał że ten film to ''gniot'' itd. A filmy które są naprawdę dobre ( mam tu na myśli dobrą grę ...              ",positive,6
